scenario,date,month,total_cost,planned_cost,up_cost,emergency_cost,purchase_kwh,emergency_kwh,charge_kwh,discharge_kwh,initial_soc,final_soc,load_kwh
4-2,2025-11-09,11,53465.7461196495,53388.3238552020,0.0000000000,77.4222644475,79928.6302068459,18.1157770918,22490.6745095888,16531.6260655392,2242.9835025421,6153.6468405755,117877.6701666667
4-2,2025-11-10,11,51569.4880391730,51452.7078654022,0.0000000000,116.7801737708,72322.0523620194,23.6024777957,15230.5913201758,17962.7303781831,6153.6468405755,1668.2741152739,118420.1027666667
4-2,2025-11-11,11,54539.4224289247,54538.1120184511,0.0000000000,1.3104104736,79379.3422955985,0.2548197323,20070.9499982771,16254.7943836686,1668.2741152739,3575.1914379445,117957.8674500000
4-2,2025-11-12,11,52267.7412049616,52233.4810435164,0.0000000000,34.2601614451,75459.8444837054,6.8912156830,17198.7998038194,17181.0340945567,3575.1914379445,1781.0054597398,117416.7138333333
4-2,2025-11-13,11,52704.4510084103,52663.1041631286,0.0000000000,41.3468452817,75525.4325475572,18.3227909811,18691.6869743298,17195.5150443803,1781.0054597398,1387.8323446971,117780.1072666667
4-2,2025-11-14,11,14552.2633077333,14552.2633077333,0.0000000000,0.0000000000,34370.9606886028,0.0000000000,16669.6920984620,14793.9945875198,1387.8323446971,1607.8512925641,71737.8931000000
4-2,2025-11-15,11,16481.5058076569,16471.2603312337,0.0000000000,10.2454764232,39097.0212268961,5.2703068021,21864.1938607013,15144.9386190450,1607.8512925641,6385.8798136742,72466.9768166667
4-2,2025-11-16,11,52467.1301913284,52174.4520235181,0.0000000000,292.6781678103,73388.8100740096,59.4303810541,14879.8708435465,17956.2442114972,6385.8798136742,1574.6214499138,118360.2702333333
4-2,2025-11-17,11,55090.6250132364,55090.6250132364,0.0000000000,0.0000000000,79317.6366261142,0.0000000000,18793.2860612774,16211.7984716777,1574.6214499138,2314.7620056871,117269.7106500000
4-2,2025-11-18,11,53529.8904277497,53510.4792736756,0.0000000000,19.4111540741,76648.5178084005,3.7674827940,18214.5637299296,17218.4140745333,2314.7620056871,1444.8123404061,117783.6865000000
4-2,2025-11-19,11,55922.6581148254,55646.7939232272,0.0000000000,275.8641915982,79583.7108156264,69.6981053995,21787.7742736960,18197.9179935593,1444.8123404061,2932.2200513532,118179.7013500000
4-2,2025-11-20,11,54997.4790359300,54988.7867787452,0.0000000000,8.6922571848,80127.2514625253,3.9484966621,21782.4328555586,18190.6299407747,2932.2200513532,4422.2427302944,117846.4572333333
4-2,2025-11-21,11,14243.1373803945,14243.1373803945,0.0000000000,0.0000000000,31972.3036454617,0.0000000000,14412.5807569123,15242.8541020649,4422.2427302944,2027.8383747927,71999.1771000000
4-2,2025-11-22,11,15711.5349665538,15696.1574437638,0.0000000000,15.3775227900,35793.2908159485,8.9430199418,17326.9343823728,15715.1276389324,2027.8383747927,1900.4126100035,72549.9101333333
4-2,2025-11-23,11,57184.9683691026,56355.8784038984,0.0000000000,829.0899652041,82422.1456001024,183.2639751832,24360.1635152496,18814.6937641988,1900.4126100035,5178.0642835552,117782.6922000000
4-2,2025-11-24,11,53936.9239839204,53757.8410354022,0.0000000000,179.0829485182,75574.6104000177,35.5320826057,15277.7071144653,17366.4296992617,5178.0642835552,1365.9456306025,117975.6878166667
4-2,2025-11-25,11,55384.8672317485,55384.8672317485,0.0000000000,0.0000000000,79805.4958343491,0.0000000000,20795.1338002712,18205.2311301807,1365.9456306025,1903.9431805880,117682.3922166667
4-2,2025-11-26,11,56894.6228431630,56812.6476678398,0.0000000000,81.9751753232,80300.6151902122,16.2216103651,19733.1548567179,17364.8055955688,1903.9431805880,2320.3453416560,117686.4367333333
4-2,2025-11-27,11,55303.5550606938,54969.9724275181,0.0000000000,333.5826331757,77709.3506700380,69.9642713327,19151.4928089425,18015.6984638734,2320.3453416560,1498.8331073554,117198.1416500000
4-2,2025-11-28,11,14935.1097008550,14935.1097008550,0.0000000000,0.0000000000,35527.5671492459,0.0000000000,17798.5335222997,15890.8817498758,1498.8331073554,1633.5444704168,72239.0212833333
4-2,2025-11-29,11,17489.8010399015,15385.4127292260,0.0000000000,2104.3883106755,36062.2898961778,618.1161599834,17793.2353057153,16425.2081731903,1633.5444704168,1200.0000000000,72156.1998833333
4-2,2025-11-30,11,64234.0210328927,57279.6125931083,0.0000000000,6954.4084397844,81470.9372162554,1248.7345026639,20355.2288366929,18319.7059530236,1200.0000000000,1200.0000000000,118008.8344333333
4-2,2025-12-01,12,91970.8351130425,62903.8691195994,0.0000000000,29066.9659934431,83923.5938120453,4729.2526015207,20711.5032426579,18640.3529183921,1200.0000000000,1200.0000000000,125291.3916333333
4-2,2025-12-02,12,76935.6965746526,70284.0637234545,0.0000000000,6651.6328511981,91809.2872029531,1187.0497589599,22701.4288417475,18644.7411729431,1200.0000000000,3083.1835537749,125400.6236000000
4-2,2025-12-03,12,69610.8447972714,68907.8301390463,0.0000000000,703.0146582251,89541.2321396348,240.3363269886,22479.1266004385,20498.0153797130,3083.1835537749,2801.9501433558,124622.9311333333
4-2,2025-12-04,12,73463.4784710357,69303.6811785868,0.0000000000,4159.7972924489,90732.3948980908,679.5428410275,22620.3116877663,20278.3114929600,2801.9501433558,2886.2448981955,125336.2509500000
4-2,2025-12-05,12,21336.8355770636,21069.9663179562,0.0000000000,266.8692591074,47583.8758496544,112.7592192883,22816.3712234118,17109.3348818629,2886.2448981955,6496.9327075484,78868.0710833333
4-2,2025-12-06,12,26636.1443178038,20247.2405313464,0.0000000000,6388.9037864573,44396.1633449747,1203.1192038285,17620.9688218147,16547.2121708739,6496.9327075484,5771.3583955993,79470.8211500000
4-2,2025-12-07,12,71409.2494973080,70581.9345672734,0.0000000000,827.3149300347,91561.0213798886,250.5928265016,20069.0495353771,19814.3003550776,5771.3583955993,3924.4240426505,125067.4629166667
4-2,2025-12-08,12,73252.9739638630,73252.9739638630,0.0000000000,0.0000000000,94859.0787197291,0.0000000000,17760.2308645066,17634.7009716072,3924.4240426505,2184.6514579082,124410.3539333333
4-2,2025-12-09,12,71110.7139145849,70862.6219449078,0.0000000000,248.0919696770,94306.9402728760,42.9182920103,22747.3751012195,20544.5127461607,2184.6514579082,2108.8883921824,124694.6810833333
4-2,2025-12-10,12,71068.2999867942,71027.1187520881,0.0000000000,41.1812347061,93080.7265400482,14.1969411700,20768.7422996010,19182.9778268881,2108.8883921824,1591.2132541712,124378.7645166667
4-2,2025-12-11,12,70005.8569342461,70005.8569342461,0.0000000000,0.0000000000,93802.5870891300,0.0000000000,20131.3740014745,18220.6905230474,1591.2132541712,1483.2173382203,123787.7989666667
4-2,2025-12-12,12,24793.1372922071,24770.5217804245,0.0000000000,22.6155117826,54470.5801543507,13.5853336342,22781.7997750937,15773.5342071466,1483.2173382203,6469.1653359955,78661.7036833333
4-2,2025-12-13,12,21359.8565896817,21359.8565896817,0.0000000000,0.0000000000,44336.7302859981,0.0000000000,13317.2839100286,16386.8054528308,6469.1653359955,1829.8405551657,78840.1575500000
4-2,2025-12-14,12,71705.6809392465,71569.7167383579,0.0000000000,135.9642008885,94990.0061528799,24.0839975361,24168.5386456878,20135.2652253405,1829.8405551657,3533.6963720650,124522.5858500000
4-2,2025-12-15,12,72402.9188502629,72402.9188502629,0.0000000000,0.0000000000,93549.1691644306,0.0000000000,20024.7996584445,19608.2003728239,3533.6963720650,1862.0313564768,124305.2254833333
4-2,2025-12-16,12,72194.3556325490,72122.3200359780,0.0000000000,72.0355965710,95299.7535019376,13.5086942146,24286.6975219736,21547.8063516432,1862.0313564768,2189.0334432328,124646.9433833333
4-2,2025-12-17,12,72209.1378841978,72191.5577925673,0.0000000000,17.5800916305,94199.9630811813,7.6365090274,20038.2815919506,18295.9775353550,2189.0334432328,1913.3628341509,124466.5546500000
4-2,2025-12-18,12,72219.2552989818,72099.0135009715,0.0000000000,120.2417980104,96660.3255555524,48.9158175375,23813.3491223992,18753.2925933393,1913.3628341509,4736.9833430442,124315.3592666667
4-2,2025-12-19,12,25731.1594108333,25688.7567583874,0.0000000000,42.4026524459,56430.5714948200,13.0149332247,23137.7514549833,15520.3531520083,4736.9833430442,10327.4930193243,78593.3254333333
4-2,2025-12-20,12,21277.3278907690,21277.3278907690,0.0000000000,0.0000000000,45406.1749417145,0.0000000000,13891.9457154640,16290.7611018784,10327.4930193243,6334.5799304726,78668.5201166667
4-2,2025-12-21,12,68042.0160335948,68018.2147334425,0.0000000000,23.8013001523,88185.5065137014,4.1822702780,17218.0649563835,19992.2574519145,6334.5799304726,1595.3808738345,124376.4409666667
4-2,2025-12-22,12,72924.2098991388,72820.2535198705,0.0000000000,103.9563792683,94741.4391810273,40.7725410745,21457.0359414069,19375.0892907413,1595.3808738345,1528.1751544906,124718.4538166667
4-2,2025-12-23,12,71646.6319318699,71646.6319318699,0.0000000000,0.0000000000,95169.7603393021,0.0000000000,22238.7817640164,18725.0846247562,1528.1751544906,2887.7637184604,123956.6545666666
4-2,2025-12-24,12,69803.9860891872,69709.9797249858,0.0000000000,94.0063642014,92060.4618552622,16.9885902596,20590.3461141316,19714.9174303541,2887.7637184604,1640.1335239920,123954.3712833333
4-2,2025-12-25,12,70497.7392056871,70233.8377950461,0.0000000000,263.9014106410,92565.8338080458,63.9705671239,21402.7114303611,19234.4436793791,1640.1335239920,1669.6445399479,123789.8579000000
4-2,2025-12-26,12,23094.9077381723,23035.2449233590,0.0000000000,59.6628148133,49143.2820810619,9.6090859741,18188.7941793136,16005.3181005897,1669.6445399479,2053.9631650800,78270.3076500000
4-2,2025-12-27,12,23695.9038792544,23694.3289910479,0.0000000000,1.5748882065,53619.4769092491,0.7648801392,22544.5340589867,16047.2907620002,2053.9631650800,6526.2563948717,78409.1839333333
4-2,2025-12-28,12,67003.9696955347,66817.3648083766,0.0000000000,186.6048871581,87368.1538046141,24.7257038768,16134.9202983266,19260.3690948408,6526.2563948717,1530.9741588662,123511.2697500000
4-2,2025-12-29,12,70230.3757341696,70189.9161911093,0.0000000000,40.4595430603,94005.4903543028,7.4634833168,22588.4203622937,19189.0634768382,1530.9741588662,2733.1823684656,123677.3063833333
4-2,2025-12-30,12,66744.3808385679,66606.2811657309,0.0000000000,138.0996728370,89568.9813456605,46.6338409035,20958.4624775168,19974.0646821974,2733.1823684656,1561.6128312805,123526.5090500000
4-2,2025-12-31,12,71685.3289156866,68147.5313709409,0.0000000000,3537.7975447457,91040.0724266828,775.3830675869,22504.2711422035,20596.9000813797,1561.6128312805,1200.0000000000,123791.7050833333
4-3,2025-02-01,2,17223.3098929762,17223.3098929762,0.0000000000,0.0000000000,40566.2481592997,0.0000000000,21206.8456938419,18340.7383443919,1522.7387288211,2308.4833304153,76305.2062833333
4-3,2025-02-02,2,64616.7907465684,48942.2878328266,8331.4346060396,7343.0683077022,78375.2106009087,1351.2531924761,23036.5301681702,21784.4767730856,2308.4833304153,1200.0000000000,121705.9726500000
4-3,2025-02-03,2,61250.3985312590,61250.3985312590,0.0000000000,0.0000000000,86780.5729794150,0.0000000000,23833.4169126324,20586.2431215889,1200.0000000000,2110.5589837571,122603.7690000000
4-3,2025-02-04,2,63064.0726576781,62392.8106374759,353.9327956651,317.3292245371,87721.3362638914,142.5932828183,24121.1840828446,22515.1678634621,2110.5589837571,1260.8526691646,121578.0988500000
4-3,2025-02-05,2,63021.9148178377,52920.4857281692,8892.6747469989,1208.7543426695,83443.8413751651,241.0898631142,24621.2414881923,21883.8005009552,1260.8526691646,1551.0620983636,121991.0844333333
4-3,2025-02-06,2,61396.5790188652,60281.6334397910,526.9897154090,587.9558636653,85993.5167393784,99.4379687869,25074.1477088602,22601.3815268452,1551.0620983636,1514.5392788493,122252.1627000000
4-3,2025-02-07,2,16197.2803549371,16197.2803549371,0.0000000000,0.0000000000,38486.2420419126,0.0000000000,19310.9220487581,17061.4408774497,1514.5392788493,1850.1507174472,76168.5969333333
4-3,2025-02-08,2,16294.1940406746,12681.3315413590,3460.5245916492,152.3379076663,35022.9736337683,31.5328807073,22093.2263424515,20286.0716195605,1850.1507174472,1426.2285168765,75746.7875166667
4-3,2025-02-09,2,59374.1921339986,55524.0636779417,3823.3414847608,26.7869712961,82897.0137104887,5.2236734751,22778.7056674748,20646.9293329256,1426.2285168765,1272.2316746231,121547.9035666666
4-3,2025-02-10,2,52254.5300360527,50701.0727677621,1553.4572682906,0.0000000000,77160.3017116465,0.0000000000,22072.5358997088,19879.8486203496,1272.2316746231,1256.8774350770,121477.5645166667
4-3,2025-02-11,2,57229.9116715055,51311.3234380790,1585.2191047063,4333.3691287201,77332.0584231699,789.1490052490,23952.8057576355,21282.6114681436,1256.8774350770,1546.6619335427,121441.2816166667
4-3,2025-02-12,2,53913.8698643957,53633.6906204548,280.1792439409,0.0000000000,78900.6967854049,0.0000000000,23394.6073605936,20837.5814732501,1546.6619335427,1775.9957393883,121363.8528833333
4-3,2025-02-13,2,51078.4507216451,46705.7390634172,3646.1680903242,726.5435679036,73737.1190454518,125.4579767492,21651.2754207228,19965.1104497818,1775.9957393883,1271.1248598066,121310.2837166667
4-3,2025-02-14,2,15546.8129683103,13672.9953999489,1873.8175683613,0.0000000000,35923.0694911430,0.0000000000,21495.1830596147,18696.7503213013,1271.1248598066,1955.1407307357,75872.6379500000
4-3,2025-02-15,2,14970.1945685273,14325.2612493548,644.9333191725,0.0000000000,34384.6863521481,0.0000000000,20849.3029614969,19386.8625989405,1955.1407307357,1298.9787271751,76054.5522500000
4-3,2025-02-16,2,54834.3310908082,51975.4377875531,925.3094065210,1933.5838967341,77822.7292556601,372.4997147400,23836.7610919671,21321.4352505841,1298.9787271751,1437.7497295283,121276.9772833333
4-3,2025-02-17,2,54216.4919540905,52371.1492823715,1845.3426717190,0.0000000000,79866.7917195854,0.0000000000,21727.1913511639,19137.6275856984,1437.7497295283,1877.1425502997,120960.3728166667
4-3,2025-02-18,2,52726.3561614111,43761.0709884922,8965.2851729189,0.0000000000,74257.7162612652,0.0000000000,21207.3090172988,19359.5417379926,1877.1425502997,1589.4136285567,121331.2712333333
4-3,2025-02-19,2,54764.7209089593,45270.4336179886,6310.1663757168,3184.1209152538,74483.4775101574,714.0187359450,22138.8992911303,20294.4395674622,1589.4136285567,1200.0000000000,121866.7941166667
4-3,2025-02-20,2,50050.9933650818,48608.7806492272,1421.8746597311,20.3380561235,74648.5472004964,3.6249988635,22385.7921537894,19849.8310558677,1200.0000000000,1513.4680279013,121105.2570333333
4-3,2025-02-21,2,15448.5599477588,13637.4123991556,1811.1475486031,0.0000000000,34931.5993008652,0.0000000000,20729.2837289219,18171.8142659008,1513.4680279013,2024.2191828174,75802.0020333333
4-3,2025-02-22,2,15242.5979818109,13342.3379292039,1900.2600526069,0.0000000000,33415.0288611694,0.0000000000,19406.7650710383,17673.0991375694,2024.2191828174,1806.0108786759,75682.2422666667
4-3,2025-02-23,2,50916.1770579542,45126.4298103425,5011.4152432357,778.3320043759,73151.9178271263,224.5322665175,22981.9374482431,21258.6561024556,1806.0108786759,1200.0000000000,121142.1409333333
4-3,2025-02-24,2,48160.1817333844,47192.7389850909,967.4427482934,0.0000000000,72047.5135389325,0.0000000000,23043.4647778118,20341.9790952442,1200.0000000000,1618.6214784244,120628.9885500000
4-3,2025-02-25,2,46256.1911505630,45116.7938267774,575.7119520306,563.6853717550,70323.6597240079,159.3184526089,20181.1810350016,18501.9403181751,1618.6214784244,1261.4133486196,121093.3328833333
4-3,2025-02-26,2,51226.1724578506,41437.8958355818,9788.2766222688,0.0000000000,72695.0113197774,0.0000000000,23547.3462425230,20429.0369056246,1261.4133486196,2066.2917671764,121060.7341166667
4-3,2025-02-27,2,46930.2543907278,41141.7844481570,5233.6523427579,554.8175998129,68657.6159376107,110.3692874962,22428.1284325973,20861.7762454181,2066.2917671764,1353.2396269409,120599.4889333333
4-3,2025-02-28,2,13776.7115469825,13223.1484084945,553.5631384880,0.0000000000,33019.3750810161,0.0000000000,19539.7264346721,17388.4665519806,1353.2396269409,1561.1986366860,75385.1079500000
4-3,2025-03-01,3,13624.6180279291,12925.4235014312,475.1436211585,224.0509053393,32455.3628935732,58.9811404556,18871.3369790847,17326.8663950789,1561.1986366860,1200.0000000000,72244.1601500000
4-3,2025-03-02,3,52869.9606201202,45902.3805948402,6967.5800252800,0.0000000000,76188.2944122068,0.0000000000,22638.0050667917,20042.9972984464,1200.0000000000,1549.1231081509,117860.4170833333
4-3,2025-03-03,3,51611.1984049426,46308.2208909400,4259.5825785763,1043.3949354263,74360.9580987628,285.0877574496,23891.6126755514,21833.6586696624,1549.1231081509,1200.0000000000,117958.7456000000
4-3,2025-03-04,3,49614.5424115088,41887.7896563108,7714.4361041173,12.3166510807,71673.7860593481,6.1834881528,21360.6930094617,19224.6237085155,1200.0000000000,1200.0000000000,118139.0249833334
4-3,2025-03-05,3,45247.0994303721,45080.0818004448,82.0675750720,84.9500548553,71173.5899361694,36.7510512028,22122.0214827207,19909.8193344486,1200.0000000000,1200.0000000000,118073.4438333333
4-3,2025-03-06,3,46148.5351054127,39605.4163275927,6543.1187778201,0.0000000000,68435.6512257842,0.0000000000,20951.5423460428,18712.3860521409,1200.0000000000,1351.7914983784,117673.5985500000
4-3,2025-03-07,3,12841.6114039423,12740.5805347626,101.0308691797,0.0000000000,31486.7447201442,0.0000000000,17251.1689273084,15117.7031773016,1351.7914983784,1782.2289880181,71680.3614500000
4-3,2025-03-08,3,13031.8867716189,11193.3599906044,1429.3895852706,409.1371957439,29470.2748949702,117.2409419215,17110.3889784883,15939.9859495689,1782.2289880181,1212.3487444844,72344.7115833333
4-3,2025-03-09,3,44142.4536303731,42825.3255358484,1182.0780943841,135.0500001405,70005.8401227679,26.5597065935,24986.9288372241,22295.5005856397,1212.3487444844,1415.5096605225,117692.9865000000
4-3,2025-03-10,3,48228.4488001816,41562.0317800142,6666.4170201675,0.0000000000,70681.3282589020,0.0000000000,22316.9089107610,20045.6766761841,1415.5096605225,1457.1898962577,117943.0643666667
4-3,2025-03-11,3,45720.6581376425,36642.3150914166,9078.3430462259,0.0000000000,67300.6123409770,0.0000000000,23682.3389992220,21006.6153531523,1457.1898962577,1781.3125479154,117499.5529500000
4-3,2025-03-12,3,41576.7505393737,40873.7252061899,703.0253331837,0.0000000000,65609.0713807653,0.0000000000,22210.2340005836,20202.9628213358,1781.3125479154,1555.9979236886,118112.2368333333
4-3,2025-03-13,3,47181.7834054180,40745.6588953451,6436.1245100730,0.0000000000,70602.2594710501,0.0000000000,22850.7906815293,20704.4017992114,1555.9979236886,1409.8056315716,118237.2770500000
4-3,2025-03-14,3,12551.3088579636,11717.4435574294,833.8653005342,0.0000000000,30373.2099495838,0.0000000000,16150.5156295502,13933.5392139545,1409.8056315716,2044.2901364402,72108.8689500000
4-3,2025-03-15,3,12249.0221241083,11558.6294027051,555.8329047002,134.5598167029,29814.9049109066,36.3575877180,17928.6505305821,16921.1326209664,2044.2901364402,1216.4615607118,72724.9817833333
4-3,2025-03-16,3,42989.4356574124,38942.2659637753,4039.0885936372,8.0811000000,66657.3781509766,1.6400000000,22638.1824513304,19861.0694449323,1216.4615607118,1757.5217462551,117983.2159833333
4-3,2025-03-17,3,37589.1508735961,36014.8778335644,1574.2730400317,0.0000000000,60828.3562627161,0.0000000000,20399.1417963292,18504.5700425059,1757.5217462551,1604.3173775176,117693.6218000000
4-3,2025-03-18,3,42611.6218530648,42547.1644494140,64.4574036508,0.0000000000,68096.3931399592,0.0000000000,20261.9812134304,18271.2530833805,1604.3173775176,1566.9287238267,117253.4235833333
4-3,2025-03-19,3,40600.3426982228,34918.5408761781,5681.8018220447,0.0000000000,63015.0559234541,0.0000000000,22674.4321079968,20045.5171060494,1566.9287238267,1947.9534471360,117281.5580000000
4-3,2025-03-20,3,44079.9963717266,38898.2418631575,2979.3919101248,2202.3625984443,63505.4457187713,424.1338634937,19051.7484944919,17641.6456562787,1947.9534471360,1426.1017267006,117648.3817333333
4-3,2025-03-21,3,11457.3029038968,11457.3029038968,0.0000000000,0.0000000000,28909.7321558449,0.0000000000,17340.9651199170,15529.3490117996,1426.1017267006,1507.8145557185,72593.5322166667
4-3,2025-03-22,3,11820.0129647193,11706.3123381163,113.7006266030,0.0000000000,29742.3166735800,0.0000000000,16919.2644485496,14984.4013404860,1507.8145557185,1763.8922833520,71936.9295333333
4-3,2025-03-23,3,40108.1219521586,39471.2463345338,636.8756176248,0.0000000000,64562.2020582971,0.0000000000,20007.2566196438,18296.9845320142,1763.8922833520,1457.7273335404,117739.9772666667
4-3,2025-03-24,3,38362.8230909702,35230.2875090352,3132.5355819350,0.0000000000,60744.8053508303,0.0000000000,20410.8402881028,18343.2487108754,1457.7273335404,1485.6687429355,117425.1706166667
4-3,2025-03-25,3,41305.0176678882,40481.6414115375,509.3634782697,314.0127780810,66963.3084249918,61.4626694228,22425.1137071448,20131.7980392813,1485.6687429355,1539.2211742405,118053.1678166667
4-3,2025-03-26,3,36637.8136496990,35904.2855193905,733.5281303085,0.0000000000,59209.5267390742,0.0000000000,21342.1843072601,19082.4373387258,1539.2211742405,1671.5398711821,117704.6278000000
4-3,2025-03-27,3,37747.4670297001,36394.3174726747,1353.1495570255,0.0000000000,60610.8208279846,0.0000000000,19466.9611690621,17750.9230239449,1671.5398711821,1428.4050207395,117952.5983666667
4-3,2025-03-28,3,11548.6593917599,11402.8828859974,145.7765057625,0.0000000000,29345.5874638252,0.0000000000,16516.1316072508,14800.0540855627,1428.4050207395,1496.3564235896,71891.7672666667
4-3,2025-03-29,3,11652.7783471144,10508.6827384243,1058.7159365135,85.3796721766,28661.3323932907,24.0170711786,18636.6262165866,17004.3044765521,1496.3564235896,1252.5017229751,72118.2774666667
4-3,2025-03-30,3,36057.4087201762,36057.4087201762,0.0000000000,0.0000000000,60916.3504129994,0.0000000000,20922.6684259420,18515.3985643685,1252.5017229751,1584.5440595764,117994.7058500000
4-3,2025-03-31,3,37801.2204862455,32526.9847905804,5274.2356956651,0.0000000000,59495.3188772964,0.0000000000,21401.0198765271,19059.4714319211,1584.5440595764,1796.8872697576,117075.6656166667
4-3,2025-04-01,4,40409.1395842317,39196.5768294931,1170.3445619010,42.2181928375,64490.2385295008,10.5334812469,18453.3795671120,16887.8039693090,1796.8872697576,1501.9918505137,117967.1463000000
4-3,2025-04-02,4,41106.2775467825,34851.4591254055,5433.3050700440,821.5133513330,62850.8518977471,123.3874063282,20244.5686993779,18304.9317381131,1501.9918505137,1412.5838164023,117986.6294500000
4-3,2025-04-03,4,39359.7347081707,39324.7908294774,34.9438786933,0.0000000000,63404.7917205689,0.0000000000,21204.5555910351,19089.7094243267,1412.5838164023,1406.6709976496,117884.4561000000
4-3,2025-04-04,4,10497.8776698566,10089.7522371490,408.1254327076,0.0000000000,27489.0532548545,0.0000000000,16165.5534414682,14631.9283552911,1406.6709976496,1319.2548302730,71735.7518166667
4-3,2025-04-05,4,11093.9505063230,10053.1886512521,994.5584530789,46.2034019920,27291.0402613760,27.5008045003,14400.0359297872,13073.1674025003,1319.2548302730,1200.0000000000,72602.7425666667
4-3,2025-04-06,4,37054.2636841203,34759.7851038632,1069.5758020104,1224.9027782467,59049.9173537036,218.3630350398,21528.4623928780,19221.4302202912,1200.0000000000,1362.5262441279,117205.4305833333
4-3,2025-04-07,4,34706.1750368006,31197.6537246654,2777.8504581655,730.6708539696,55008.7846308863,229.5489906485,20645.8293147413,18735.4323165661,1362.5262441279,1200.0000000000,117015.1420333334
4-3,2025-04-08,4,37381.2093013044,36869.4554615307,511.7538397737,0.0000000000,60862.3077324474,0.0000000000,20190.4640811229,18113.6157250093,1200.0000000000,1260.9286029596,117713.2902666667
4-3,2025-04-09,4,39131.0555287367,33244.3125336941,5886.7429950426,0.0000000000,62248.6052370956,0.0000000000,20503.0771378722,18382.3972837800,1260.9286029596,1335.1073520212,117677.5225333333
4-3,2025-04-10,4,36673.1155329313,34624.1202114710,1115.7366916776,933.2586297828,58096.6369249082,192.2550090019,21293.4420158144,19118.6452128955,1335.1073520212,1383.0186006232,117668.7006833333
4-3,2025-04-11,4,10694.0906662515,9667.0834618911,865.4301959903,161.5770083701,26180.9635251135,114.9172696878,14675.4785630785,13381.5573964145,1383.0186006232,1200.0000000000,72091.9967500000
4-3,2025-04-12,4,10509.2036248135,10096.1866828034,413.0169420101,0.0000000000,27155.2216821959,0.0000000000,13851.5447923906,12166.0472871100,1200.0000000000,1516.5893472128,71957.1757666667
4-3,2025-04-13,4,35892.3416996082,31557.3001495036,4335.0415501046,0.0000000000,56401.9839013576,0.0000000000,20017.1489831469,18040.1098428332,1516.5893472128,1490.5788144547,117283.0622000000
4-3,2025-04-14,4,33860.6580102023,33119.5436220407,0.0000000000,741.1143881617,55218.6824899582,124.0972234482,21009.5854847279,18969.0259607066,1490.5788144547,1426.9126525484,117901.3726833333
4-3,2025-04-15,4,33278.3092667626,29809.1846293577,2925.8871165459,543.2375208589,52805.7366735877,108.7900566673,19882.3077900801,17826.6368848267,1426.9126525484,1498.0007874233,117056.9051666667
4-3,2025-04-16,4,37039.4593479729,31503.3611622893,5006.1841534759,529.9140322077,57496.7976709259,188.6901649989,19524.2252765838,17854.5111187598,1498.0007874233,1200.0000000000,117924.8850666667
4-3,2025-04-17,4,34323.5176657533,32437.0526056812,1555.5390626422,330.9259974299,55217.8834293139,51.1675993975,19642.5799399049,17482.7033587938,1200.0000000000,1406.2000959883,117487.0426333333
4-3,2025-04-18,4,9937.5720069081,9397.5240720841,540.0479348240,0.0000000000,25712.9758279124,0.0000000000,15233.3435070271,13706.4529060126,1406.2000959883,1409.9487129600,71490.1693500000
4-3,2025-04-19,4,10864.0049948515,9213.1383833349,555.1655245924,1095.7010869242,25245.3675968967,303.7568286388,16659.1891174894,15192.4450431728,1409.9487129600,1200.0000000000,71905.4153500000
4-3,2025-04-20,4,35255.9062593312,30076.5538340421,4555.7987901652,623.5536351239,54763.6300385412,123.7312306664,20299.6422262244,18117.1171728859,1200.0000000000,1360.8132355967,117197.8163500000
4-3,2025-04-21,4,32878.0780345595,32611.1395936222,82.2596168871,184.6788240502,54462.2067878570,47.0109746908,19522.8166120261,17704.4467816247,1360.8132355967,1219.6577719383,118481.6378833333
4-3,2025-04-22,4,34305.4040051683,29661.9154906456,4643.4885145227,0.0000000000,54484.9906514114,0.0000000000,20278.2434717447,18207.2381501070,1219.6577719383,1265.1745155681,117811.0010166667
4-3,2025-04-23,4,34193.6962998997,29629.3763817904,4564.3199181092,0.0000000000,54213.2517542955,0.0000000000,18937.0935418684,16791.6174243806,1265.1745155681,1530.5599859546,118030.5147666667
4-3,2025-04-24,4,31836.0383552053,30004.6559172449,1640.7551845253,190.6272534351,51397.3702513862,44.5028272953,17853.0351950589,16304.0384688032,1530.5599859546,1281.4707548743,117497.7796666667
4-3,2025-04-25,4,9361.5357864928,9232.2548231355,129.2809633573,0.0000000000,24970.4622581557,0.0000000000,13678.7284969439,12203.6059680283,1281.4707548743,1394.5218430947,71763.3212000000
4-3,2025-04-26,4,10015.7583015858,9280.0443683758,104.5646171904,631.1493160195,24678.4279830126,231.7074485904,13950.1613144969,12739.6848066972,1394.5218430947,1200.0000000000,72100.9243666667
4-3,2025-04-27,4,32910.9380933414,28894.5525645992,4016.3855287423,0.0000000000,52044.6995453808,0.0000000000,18927.4735926683,16859.0123685904,1200.0000000000,1385.2186764246,117032.5225333333
4-3,2025-04-28,4,37303.5093592344,36654.3159910850,177.8260660695,471.3673020800,61413.1098210773,102.4995485819,19117.1148140938,17285.1179923911,1385.2186764246,1301.1920472318,117537.3008000000
4-3,2025-04-29,4,32508.1357472649,28662.9596051690,2847.2185568662,997.9575852296,50416.9375706676,150.7944371758,16691.7605850086,14907.0768460980,1301.1920472318,1422.9478330111,117252.7587166667
