day,date,total_cost,planned_cost,emergency_cost,emergency_kwh,initial_soc,final_soc,mip_gap,mip_seconds,refinement_seconds
339,2025-12-06,26636.14431780377,20247.24053134644,6388.903786457329,1203.1192038284532,6496.932707548401,5771.35839559926,0.001609439138908256,2.982707375078462,1.420992458006367
340,2025-12-07,71409.24949730805,70581.93456727338,827.3149300346597,250.59282650156626,5771.35839559926,3924.4240426505394,0.0015673140855149582,1.9844267499865964,1.2300565829500556
341,2025-12-08,73252.973963863,73252.973963863,0.0,0.0,3924.4240426505394,2184.651457908207,0.0019889220874452895,2.685195083031431,1.0926365409977734
342,2025-12-09,71110.71391458486,70862.62194490782,248.09196967704207,42.918292010337495,2184.651457908207,2108.8883921823685,0.0014730337884312085,1.1291461660293862,1.2682580829132348
343,2025-12-10,71068.29998679418,71027.1187520881,41.18123470608376,14.196941170014952,2108.8883921823685,1591.213254171173,0.0015363730106099846,1.731102874968201,1.0607563749654219
344,2025-12-11,70005.85693424605,70005.85693424605,0.0,0.0,1591.213254171173,1483.2173382202868,0.0013822187025819234,1.963997167069465,1.166791292023845
345,2025-12-12,24793.13729220713,24770.52178042454,22.615511782595767,13.585333634170865,1483.2173382202868,6469.165335995522,0.0018513955151361584,3.089732666965574,1.2630912091117352
346,2025-12-13,21359.85658968171,21359.85658968171,0.0,0.0,6469.165335995522,1829.8405551657252,0.001973560268916483,3.813706291024573,1.291821000049822
347,2025-12-14,71705.68093924648,71569.71673835794,135.96420088854595,24.083997536083302,1829.8405551657252,3533.696372065017,0.0009435744310341279,1.102626624982804,1.1753600829979405
348,2025-12-15,72402.91885026287,72402.91885026287,0.0,0.0,3533.696372065017,1862.0313564768448,0.0009895935643115617,1.2630463329842314,1.3709771250141785
349,2025-12-16,72194.35563254905,72122.32003597802,72.03559657102771,13.508694214574916,1862.0313564768448,2189.033443232793,0.0009753559137561176,1.4090528750093654,1.4853940410539508
350,2025-12-17,72209.13788419779,72191.55779256728,17.580091630500597,7.636509027411535,2189.033443232793,1913.362834150858,0.0008209396409959276,0.7760867089964449,1.3339182500494644
351,2025-12-18,72219.25529898182,72099.01350097147,120.24179801035062,48.915817537543376,1913.362834150858,4736.983343044182,0.0023338215749256616,5.016211166977882,1.2288887499598786
352,2025-12-19,25731.159410833287,25688.756758387353,42.40265244593074,13.01493322465646,4736.983343044182,10327.493019324273,0.0039520067701836956,5.0231074169278145,1.1231606249930337
353,2025-12-20,21277.327890768996,21277.327890768996,0.0,0.0,10327.493019324273,6334.579930472627,0.0018912365144959685,3.87288679194171,1.3244105000048876
354,2025-12-21,68042.01603359482,68018.21473344252,23.801300152281932,4.18227027803232,6334.579930472627,1595.380873834504,0.0017926396822601054,1.0712985409190878,1.1574439579853788
355,2025-12-22,72924.20989913883,72820.25351987053,103.95637926830405,40.772541074455376,1595.380873834504,1528.1751544905542,0.001195521647099746,0.9231102500343695,1.1126438749488443
356,2025-12-23,71646.63193186987,71646.63193186987,0.0,0.0,1528.1751544905542,2887.763718460357,0.001418606680963068,1.272569083957933,1.5694081250112504
357,2025-12-24,69803.98608918715,69709.97972498575,94.00636420140202,16.988590259582907,2887.763718460357,1640.1335239919595,0.001683840826217762,2.8989222089294344,1.2152509579900652
358,2025-12-25,70497.73920568707,70233.83779504609,263.90141064099384,63.97056712389792,1640.1335239919595,1669.6445399478782,0.001676618855546167,1.4613972080405802,1.0237773330882192
359,2025-12-26,23094.90773817232,23035.24492335901,59.66281481330803,9.609085974119509,1669.6445399478782,2053.9631650799565,0.0019414343093463427,3.9984730830183253,1.1470999999437481
360,2025-12-27,23695.90387925442,23694.328991047907,1.574888206515983,0.7648801391529787,2053.9631650799565,6526.2563948717,0.0018019066416850506,3.70272320904769,1.0669967079302296
361,2025-12-28,67003.96969553472,66817.36480837659,186.60488715812744,24.72570387678911,6526.2563948717,1530.9741588662105,0.001658504294890118,1.4028546659974381,1.2293682920280844
362,2025-12-29,70230.37573416959,70189.91619110928,40.45954306030236,7.463483316787006,1530.9741588662105,2733.182368465617,0.00125143181774421,0.9246063749305904,1.2975032090907916
363,2025-12-30,66744.38083856789,66606.2811657309,138.0996728369801,46.63384090353361,2733.182368465617,1561.612831280461,0.0004200756747250361,1.1802362910239026,1.281518750009127
364,2025-12-31,71685.32891568658,68147.53137094085,3537.7975447457393,775.3830675868637,1561.612831280461,1200.0,0.00020044360012980934,1.0293279580073431,1.0577157919760793
